ticket_id,text,category,priority,channel,sentiment,resolution_status,response_time_hours,resolution_time_hours,customer_satisfaction,word_count,char_count,cleaned_text,text_length,unique_words
TKT-1761,"Good day, Can you explain the difference between basic and pro Please let me know what steps I should take.",Product Information,Low,Web Form,Neutral,Resolved,1.36,63.57,3,20,107,good day explain difference basic pro please let know step take,107,11
TKT-1762,"Hi there, My promo code is not being applied to my bill I have been waiting for a while now.",Billing & Payments,Low,Email,Neutral,Resolved,9.13,15.68,4,20,92,promo code applied bill waiting,92,5
TKT-1763,"Hello, My promo code is not being applied to my bill This is affecting my work significantly.",Billing & Payments,Critical,Chat,Negative,Resolved,2.4,3.4,5,17,93,hello promo code applied bill affecting work significantly,93,8
TKT-1764,"To whom it may concern, The export function produces corrupt files Thank you for your help.",Technical Support,Critical,Web Form,Positive,Resolved,0.77,1.77,4,16,91,may concern export function produce corrupt file thank help,91,9
TKT-1765,"Dear Support, I cannot install the application on my laptop This is affecting my work significantly.",Technical Support,Medium,Web Form,Negative,Pending,4.07,31.88,3,16,100,dear support cannot install application laptop affecting work significantly,100,9
TKT-1766,"To whom it may concern, The application keeps crashing when I open it Please let me know what steps I should take.",Technical Support,Medium,Web Form,Neutral,Escalated,8.28,41.56,1,22,114,may concern application keep crashing open please let know step take,114,11
TKT-1767,"Dear Support, The delivery estimate keeps getting pushed further I have been waiting for a while now.",Shipping & Delivery,Medium,Web Form,Negative,Resolved,11.34,28.03,5,17,101,dear support delivery estimate keep getting pushed waiting,101,8
TKT-1768,"Hi there, I was denied a refund but the product is faulty Please let me know what steps I should take.",Returns & Refunds,Low,Chat,Neutral,Resolved,36.53,84.2,5,21,102,denied refund product faulty please let know step take,102,9
TKT-1769,"Hello, I need to schedule a redelivery for my parcel Looking forward to your prompt response.",Shipping & Delivery,Medium,Email,Neutral,Pending,3.05,28.33,2,16,93,hello need schedule redelivery parcel looking forward prompt response,93,9
TKT-1770,"Hi there, What features are included in the premium plan Looking forward to your prompt response.",Product Information,Low,Chat,Negative,Resolved,81.85,142.81,5,16,97,feature included premium plan looking forward prompt response,97,8
TKT-1771,"Good day, My refund has not been processed after two weeks Looking forward to your prompt response.",Returns & Refunds,Low,Chat,Negative,Pending,30.38,63.88,2,17,99,good day refund processed two week looking forward prompt response,99,10
TKT-1772,"Good day, Can I exchange the product for a different size Thank you for your help.",Returns & Refunds,Medium,Email,Neutral,Pending,40.84,155.08,2,16,82,good day exchange product different size thank help,82,8
TKT-1773,"Hi there, Does the product support integration with Salesforce Thank you for your help.",Product Information,Medium,Chat,Negative,Escalated,4.65,31.53,2,14,87,product support integration salesforce thank help,87,6
TKT-1774,"Hello, What is the data retention policy for your service I need urgent assistance with this.",Product Information,Low,Email,Negative,Resolved,11.72,43.12,4,16,93,hello data retention policy service need urgent assistance,93,8
TKT-1775,"Hi there, Can I use the product offline without internet connection I have been waiting for a while now.",Product Information,Medium,Email,Neutral,Resolved,44.22,63.28,4,19,104,use product offline without internet connection waiting,104,7
TKT-1776,"To whom it may concern, What is the data retention policy for your service Please help me resolve this as soon as possible.",Product Information,Medium,Phone,Negative,Resolved,15.1,48.76,3,23,123,may concern data retention policy service please help resolve soon possible,123,11
TKT-1777,"Dear team, The item I received is defective and I need replacement I have been waiting for a while now.",Returns & Refunds,Medium,Phone,Positive,Resolved,2.84,69.18,3,20,103,dear team item received defective need replacement waiting,103,8
TKT-1778,"Hi team, I need a copy of my tax invoice for last year This is affecting my work significantly.",Billing & Payments,High,Email,Neutral,Resolved,12.26,13.26,3,19,95,team need copy tax invoice last year affecting work significantly,95,10
TKT-1779,"Dear team, What are the system requirements for your software Please let me know what steps I should take.",Product Information,Medium,Email,Negative,Resolved,4.11,13.93,4,19,106,dear team system requirement software please let know step take,106,10
TKT-1780,"To whom it may concern, I want to merge two accounts into one Looking forward to your prompt response.",Account Management,Medium,Chat,Negative,Resolved,5.95,140.91,5,19,102,may concern want merge two account one looking forward prompt response,102,11
TKT-1781,"To whom it may concern, I received the wrong item in my package Please help me resolve this as soon as possible.",Shipping & Delivery,High,Email,Neutral,Resolved,1.24,9.7,5,22,112,may concern received wrong item package please help resolve soon possible,112,11
TKT-1782,"Dear team, My invoice shows incorrect amount, please fix it Please help me resolve this as soon as possible.",Billing & Payments,High,Phone,Negative,Resolved,1.5,2.5,5,19,108,dear team invoice show incorrect amount please fix please help resolve soon possible,108,12
TKT-1783,"Dear team, I need a refund for the payment made last week",Billing & Payments,Low,Phone,Neutral,Resolved,34.88,60.99,5,12,57,dear team need refund payment made last week,57,8
TKT-1784,"Good day, I was billed after cancelling my account Looking forward to your prompt response.",Billing & Payments,Low,Phone,Neutral,Pending,104.92,123.28,3,15,91,good day billed cancelling account looking forward prompt response,91,9
TKT-1785,"Dear Support, I was denied a refund but the product is faulty Please let me know what steps I should take.",Returns & Refunds,Medium,Phone,Negative,Resolved,10.08,21.64,4,21,106,dear support denied refund product faulty please let know step take,106,11
TKT-1786,"To whom it may concern, I want to upgrade my plan but billing is confusing Please let me know what steps I should take.",Billing & Payments,Medium,Chat,Negative,Pending,11.99,38.32,2,24,119,may concern want upgrade plan billing confusing please let know step take,119,12
TKT-1787,"Dear Support, Please update my payment method to a new card Please help me resolve this as soon as possible.",Billing & Payments,Low,Email,Neutral,Resolved,16.83,44.9,4,20,108,dear support please update payment method new card please help resolve soon possible,108,12
TKT-1788,"Hi there, What languages does your platform currently support This is affecting my work significantly.",Product Information,Medium,Web Form,Positive,Escalated,14.76,18.8,2,15,102,language platform currently support affecting work significantly,102,7
TKT-1789,"Hello, What languages does your platform currently support I need urgent assistance with this.",Product Information,High,Chat,Negative,Resolved,7.19,17.53,5,14,94,hello language platform currently support need urgent assistance,94,8
TKT-1790,"Dear team, Why was my card declined when making a payment I need urgent assistance with this.",Billing & Payments,Medium,Chat,Negative,Resolved,1.02,21.57,4,17,93,dear team card declined making payment need urgent assistance,93,9
TKT-1791,"Good day, I cannot install the application on my laptop",Technical Support,Medium,Phone,Positive,Pending,2.14,6.11,2,10,55,good day cannot install application laptop,55,6
TKT-1792,"To whom it may concern, I was charged twice for my subscription this month I need urgent assistance with this.",Billing & Payments,High,Email,Negative,Resolved,4.19,28.49,5,20,110,may concern charged twice subscription month need urgent assistance,110,9
TKT-1793,"Dear Support, Is there an API available for custom integrations",Product Information,Medium,Email,Positive,Resolved,3.57,8.82,4,10,63,dear support api available custom integration,63,6
TKT-1794,"Hi team, Why was my card declined when making a payment I need urgent assistance with this.",Billing & Payments,Medium,Phone,Negative,Resolved,14.87,19.17,5,17,91,team card declined making payment need urgent assistance,91,8
TKT-1795,"Hello, The item I received is defective and I need replacement I have been waiting for a while now.",Returns & Refunds,Low,Web Form,Negative,Resolved,7.34,30.91,5,19,99,hello item received defective need replacement waiting,99,7
TKT-1796,"Dear Support, I want to merge two accounts into one Thank you for your help.",Account Management,Low,Phone,Negative,Pending,88.0,355.35,2,15,76,dear support want merge two account one thank help,76,9
TKT-1797,"Dear Support, Dashboard is not loading any data for me I need urgent assistance with this.",Technical Support,High,Email,Negative,Resolved,4.2,52.74,5,16,90,dear support dashboard loading data need urgent assistance,90,8
TKT-1798,"Hi, My package was returned to sender by mistake Looking forward to your prompt response.",Shipping & Delivery,Medium,Phone,Positive,Resolved,14.51,36.65,3,15,89,package returned sender mistake looking forward prompt response,89,8
TKT-1799,"Good day, How many users can I add under a single license Looking forward to your prompt response.",Product Information,Medium,Chat,Neutral,Escalated,4.48,31.31,1,18,98,good day many user add single license looking forward prompt response,98,11
TKT-1800,"Dear team, Do you offer any educational or nonprofit discounts This is affecting my work significantly.",Product Information,Critical,Chat,Neutral,Resolved,1.15,4.4,5,16,103,dear team offer educational nonprofit discount affecting work significantly,103,9
TKT-1801,"Dear Support, My invoice shows incorrect amount, please fix it I need urgent assistance with this.",Billing & Payments,Low,Phone,Neutral,Resolved,0.97,66.53,5,16,98,dear support invoice show incorrect amount please fix need urgent assistance,98,11
TKT-1802,"Hi team, The courier left my package in the wrong location I have been waiting for a while now.",Shipping & Delivery,High,Email,Neutral,Resolved,4.44,25.11,4,19,95,team courier left package wrong location waiting,95,7
TKT-1803,"Dear Support, How many users can I add under a single license This is affecting my work significantly.",Product Information,Medium,Email,Negative,Pending,9.6,17.29,2,18,102,dear support many user add single license affecting work significantly,102,10
TKT-1804,"Hello, I want to change my username on the platform This is affecting my work significantly.",Account Management,Critical,Email,Negative,Pending,1.86,3.59,2,16,92,hello want change username platform affecting work significantly,92,8
TKT-1805,"Hi there, My package was returned to sender by mistake Please help me resolve this as soon as possible.",Shipping & Delivery,Medium,Chat,Positive,Pending,2.48,9.99,2,19,103,package returned sender mistake please help resolve soon possible,103,9
TKT-1806,"Good day, I was denied a refund but the product is faulty This is affecting my work significantly.",Returns & Refunds,Low,Email,Negative,Pending,1.21,62.44,4,18,98,good day denied refund product faulty affecting work significantly,98,9
TKT-1807,"Hi there, The return window has passed but the item is broken Please help me resolve this as soon as possible.",Returns & Refunds,Medium,Email,Neutral,Resolved,0.5,48.34,5,21,110,return window passed item broken please help resolve soon possible,110,10
TKT-1808,"Hi team, Error message appears every time I try to save I need urgent assistance with this.",Technical Support,Medium,Email,Negative,Pending,5.22,10.07,2,17,91,team error message appears every time try save need urgent assistance,91,11
TKT-1809,"Hello, Error message appears every time I try to save Please help me resolve this as soon as possible.",Technical Support,Medium,Chat,Negative,Escalated,2.44,6.46,3,19,102,hello error message appears every time try save please help resolve soon possible,102,13
TKT-1810,"Dear Support, Please update my personal information in the system Thank you for your help.",Account Management,Medium,Phone,Negative,Pending,21.58,23.67,3,15,90,dear support please update personal information system thank help,90,9
TKT-1811,"To whom it may concern, Can I expedite the shipping on my recent order Looking forward to your prompt response.",Shipping & Delivery,High,Email,Neutral,Resolved,12.68,13.68,4,20,111,may concern expedite shipping recent order looking forward prompt response,111,10
TKT-1812,"Hi, Can you explain the difference between basic and pro I need urgent assistance with this.",Product Information,Low,Email,Negative,Resolved,16.37,193.71,4,16,92,explain difference basic pro need urgent assistance,92,7
TKT-1813,"Good day, I cannot find my billing history on the portal Please help me resolve this as soon as possible.",Billing & Payments,Low,Web Form,Negative,Resolved,3.81,78.56,4,20,105,good day cannot find billing history portal please help resolve soon possible,105,12
TKT-1814,I was billed after cancelling my account Please let me know what steps I should take.,Billing & Payments,Low,Phone,Negative,Resolved,8.89,51.67,4,16,85,billed cancelling account please let know step take,85,8
TKT-1815,My store credit was not applied to my account Thank you for your help.,Returns & Refunds,Critical,Chat,Neutral,Resolved,0.83,1.83,5,14,70,store credit applied account thank help,70,6
TKT-1816,"Hi team, Is there an API available for custom integrations I need urgent assistance with this.",Product Information,Low,Phone,Negative,Resolved,57.0,70.31,5,16,94,team api available custom integration need urgent assistance,94,8
TKT-1817,Please process my refund to the original payment method Looking forward to your prompt response.,Returns & Refunds,Medium,Email,Negative,Pending,2.5,15.54,2,15,96,please process refund original payment method looking forward prompt response,96,10
TKT-1818,"Hi there, Please help me delete my account permanently I need urgent assistance with this.",Account Management,Low,Phone,Positive,Resolved,3.66,13.71,5,15,90,please help delete account permanently need urgent assistance,90,8
TKT-1819,"Dear Support, I want to change the delivery address for my order I have been waiting for a while now.",Shipping & Delivery,Low,Web Form,Positive,Resolved,41.35,72.82,5,20,101,dear support want change delivery address order waiting,101,8
TKT-1820,"Hello, Do you offer any educational or nonprofit discounts Please let me know what steps I should take.",Product Information,Medium,Chat,Negative,Pending,3.71,5.14,3,18,103,hello offer educational nonprofit discount please let know step take,103,10
TKT-1821,"Good day, The return window has passed but the item is broken Please help me resolve this as soon as possible.",Returns & Refunds,High,Web Form,Negative,Pending,0.71,14.84,3,21,110,good day return window passed item broken please help resolve soon possible,110,12
TKT-1822,"Hi team, I cannot log in to my account after the update I need urgent assistance with this.",Technical Support,Critical,Email,Negative,Pending,1.6,2.6,3,18,91,team cannot log account update need urgent assistance,91,8
TKT-1823,"Hi, Do you offer any educational or nonprofit discounts Please let me know what steps I should take.",Product Information,Critical,Chat,Neutral,Resolved,0.58,1.69,5,18,100,offer educational nonprofit discount please let know step take,100,9
TKT-1824,"Dear Support, My store credit was not applied to my account I need urgent assistance with this.",Returns & Refunds,Critical,Web Form,Negative,Resolved,1.34,2.34,3,17,95,dear support store credit applied account need urgent assistance,95,9
TKT-1825,"Dear Support, Subscription fee was deducted twice this month Please help me resolve this as soon as possible.",Billing & Payments,Low,Phone,Negative,Resolved,7.13,98.63,3,18,109,dear support subscription fee deducted twice month please help resolve soon possible,109,12
TKT-1826,"To whom it may concern, Error message appears every time I try to save Please let me know what steps I should take.",Technical Support,Medium,Phone,Negative,Resolved,3.22,41.24,4,23,115,may concern error message appears every time try save please let know step take,115,14
TKT-1827,"Dear Support, I keep getting disconnected from the server Please let me know what steps I should take.",Technical Support,Medium,Web Form,Positive,Resolved,3.77,65.44,5,18,102,dear support keep getting disconnected server please let know step take,102,11
TKT-1828,"Hi, The item I received is defective and I need replacement I have been waiting for a while now.",Returns & Refunds,Low,Web Form,Neutral,Pending,59.39,109.72,3,19,96,item received defective need replacement waiting,96,6
TKT-1829,Is there a free trial available for your enterprise plan I need urgent assistance with this.,Product Information,Low,Email,Negative,Escalated,8.54,16.14,1,16,92,free trial available enterprise plan need urgent assistance,92,8
TKT-1830,"Hello, My profile picture is not updating correctly",Account Management,High,Email,Neutral,Resolved,15.93,27.86,4,8,51,hello profile picture updating correctly,51,5
TKT-1831,"To whom it may concern, Can I use the product offline without internet connection Please help me resolve this as soon as possible.",Product Information,Low,Email,Negative,Pending,1.74,5.94,2,23,130,may concern use product offline without internet connection please help resolve soon possible,130,13
TKT-1832,"Dear Support, Do you offer any educational or nonprofit discounts I have been waiting for a while now.",Product Information,Medium,Phone,Negative,Resolved,7.08,51.47,5,18,102,dear support offer educational nonprofit discount waiting,102,7
TKT-1833,"Hello, The mobile app is very slow and unresponsive I need urgent assistance with this.",Technical Support,Low,Email,Neutral,Resolved,10.77,65.87,5,15,87,hello mobile app slow unresponsive need urgent assistance,87,8
TKT-1834,The export function produces corrupt files Please help me resolve this as soon as possible.,Technical Support,Medium,Phone,Negative,Resolved,10.86,89.22,4,15,91,export function produce corrupt file please help resolve soon possible,91,10
TKT-1835,"Good day, I was charged twice for my subscription this month Please help me resolve this as soon as possible.",Billing & Payments,Medium,Email,Negative,Resolved,1.18,2.18,5,20,109,good day charged twice subscription month please help resolve soon possible,109,11
TKT-1836,"Hi team, How many users can I add under a single license Looking forward to your prompt response.",Product Information,Low,Email,Neutral,Pending,16.93,29.7,4,18,97,team many user add single license looking forward prompt response,97,10
TKT-1837,The application keeps crashing when I open it Thank you for your help.,Technical Support,High,Phone,Negative,Resolved,0.62,1.62,3,13,70,application keep crashing open thank help,70,6
TKT-1838,"Good day, I keep getting disconnected from the server Thank you for your help.",Technical Support,Medium,Email,Neutral,Resolved,6.59,52.17,4,14,78,good day keep getting disconnected server thank help,78,8
TKT-1839,"Hi there, Can I exchange the product for a different size I need urgent assistance with this.",Returns & Refunds,High,Chat,Neutral,Pending,0.95,4.19,3,17,93,exchange product different size need urgent assistance,93,7
TKT-1840,"Hello, I need to cancel my order before it is shipped Please help me resolve this as soon as possible.",Shipping & Delivery,High,Web Form,Neutral,Resolved,4.43,11.56,4,20,102,hello need cancel order shipped please help resolve soon possible,102,10
TKT-1841,My data is not syncing across devices properly Please help me resolve this as soon as possible.,Technical Support,Low,Web Form,Negative,Resolved,15.7,63.6,4,17,95,data syncing across device properly please help resolve soon possible,95,10
TKT-1842,"Dear team, Can you explain the difference between basic and pro Please let me know what steps I should take.",Product Information,Critical,Phone,Negative,Resolved,0.88,2.92,3,20,108,dear team explain difference basic pro please let know step take,108,11
TKT-1843,"Hello, Please update my personal information in the system",Account Management,Medium,Email,Neutral,Escalated,36.5,63.92,2,9,58,hello please update personal information system,58,6
TKT-1844,"Good day, Please update my payment method to a new card Please let me know what steps I should take.",Billing & Payments,Medium,Email,Positive,Resolved,11.7,33.02,5,20,100,good day please update payment method new card please let know step take,100,12
TKT-1845,"Good day, My order was marked delivered but I did not receive it",Shipping & Delivery,Low,Web Form,Neutral,Resolved,29.74,68.83,4,13,64,good day order marked delivered receive,64,6
TKT-1846,"Dear team, Please remove the two factor authentication from my account This is affecting my work significantly.",Account Management,Low,Email,Negative,Pending,21.15,29.5,4,17,111,dear team please remove two factor authentication account affecting work significantly,111,11
TKT-1847,"Good day, Please process my refund to the original payment method Looking forward to your prompt response.",Returns & Refunds,Low,Phone,Negative,Resolved,35.99,116.57,5,17,106,good day please process refund original payment method looking forward prompt response,106,12
TKT-1848,"Hi, I was billed after cancelling my account This is affecting my work significantly.",Billing & Payments,High,Email,Positive,Resolved,17.7,23.62,5,14,85,billed cancelling account affecting work significantly,85,6
TKT-1849,"Hi, I need to cancel my order before it is shipped I have been waiting for a while now.",Shipping & Delivery,Medium,Email,Neutral,Resolved,6.35,15.97,3,19,87,need cancel order shipped waiting,87,5
TKT-1850,"Hi team, I want to upgrade my plan but billing is confusing Please let me know what steps I should take.",Billing & Payments,High,Email,Negative,Resolved,0.5,14.18,5,21,104,team want upgrade plan billing confusing please let know step take,104,11
TKT-1851,Why was my card declined when making a payment This is affecting my work significantly.,Billing & Payments,Low,Chat,Neutral,Pending,1.1,71.25,2,15,87,card declined making payment affecting work significantly,87,7
TKT-1852,"Hi, What is the data retention policy for your service Looking forward to your prompt response.",Product Information,Medium,Chat,Negative,Pending,35.28,54.06,3,16,95,data retention policy service looking forward prompt response,95,8
TKT-1853,"Hello, I was denied a refund but the product is faulty Please help me resolve this as soon as possible.",Returns & Refunds,Medium,Email,Negative,Escalated,33.08,95.94,2,20,103,hello denied refund product faulty please help resolve soon possible,103,10
TKT-1854,"Hi team, The software is not compatible with my operating system I have been waiting for a while now.",Technical Support,Low,Email,Negative,Pending,73.01,76.69,2,19,101,team software compatible operating system waiting,101,6
TKT-1855,"Hello, Is there an API available for custom integrations I need urgent assistance with this.",Product Information,Medium,Email,Negative,Resolved,38.74,40.38,3,15,92,hello api available custom integration need urgent assistance,92,8
TKT-1856,"Hi team, The tracking number provided is not working I need urgent assistance with this.",Shipping & Delivery,Low,Phone,Negative,Escalated,41.51,42.51,2,15,88,team tracking number provided working need urgent assistance,88,8
TKT-1857,"Hi, My package was returned to sender by mistake Thank you for your help.",Shipping & Delivery,Medium,Phone,Neutral,Resolved,8.4,60.55,4,14,73,package returned sender mistake thank help,73,6
TKT-1858,"Good day, My refund has not been processed after two weeks Please let me know what steps I should take.",Returns & Refunds,Low,Web Form,Negative,Resolved,22.79,35.11,5,20,103,good day refund processed two week please let know step take,103,11
TKT-1859,"Hi team, Please update my personal information in the system I have been waiting for a while now.",Account Management,Medium,Email,Positive,Resolved,19.54,80.84,5,18,97,team please update personal information system waiting,97,7
TKT-1860,"Hi there, My account shows wrong subscription plan This is affecting my work significantly.",Account Management,Medium,Email,Neutral,Pending,9.5,37.95,2,14,91,account show wrong subscription plan affecting work significantly,91,8
TKT-1861,"Dear Support, Why was my card declined when making a payment I need urgent assistance with this.",Billing & Payments,Medium,Email,Negative,Pending,1.14,12.11,4,17,96,dear support card declined making payment need urgent assistance,96,9
TKT-1862,"Dear Support, I cannot log in to my account after the update",Technical Support,Low,Chat,Negative,Resolved,10.56,122.56,4,12,60,dear support cannot log account update,60,6
TKT-1863,"Hi team, How many users can I add under a single license I need urgent assistance with this.",Product Information,Medium,Web Form,Neutral,Pending,1.63,74.14,3,18,92,team many user add single license need urgent assistance,92,9
TKT-1864,"Good day, I need to cancel my order before it is shipped",Shipping & Delivery,Low,Phone,Neutral,Resolved,34.14,42.19,4,12,56,good day need cancel order shipped,56,6
TKT-1865,"Hi there, My account shows wrong subscription plan I need urgent assistance with this.",Account Management,High,Web Form,Negative,Resolved,3.07,9.08,5,14,86,account show wrong subscription plan need urgent assistance,86,8
TKT-1866,"Hi there, I need a refund for the payment made last week Please help me resolve this as soon as possible.",Billing & Payments,Medium,Phone,Neutral,Resolved,21.4,40.0,4,21,105,need refund payment made last week please help resolve soon possible,105,11
TKT-1867,"Dear Support, I keep getting disconnected from the server I need urgent assistance with this.",Technical Support,Medium,Phone,Negative,Resolved,8.0,22.63,3,15,93,dear support keep getting disconnected server need urgent assistance,93,9
TKT-1868,"To whom it may concern, How do I initiate a return for an online purchase Thank you for your help.",Returns & Refunds,Low,Email,Negative,Resolved,14.82,41.23,3,20,98,may concern initiate return online purchase thank help,98,8
TKT-1869,"Hi there, My order has not arrived yet and it is overdue Please let me know what steps I should take.",Shipping & Delivery,Medium,Chat,Negative,Resolved,7.12,128.34,4,21,101,order arrived yet overdue please let know step take,101,9
TKT-1870,"Hi team, The application keeps crashing when I open it",Technical Support,Low,Phone,Neutral,Resolved,5.54,94.49,3,10,54,team application keep crashing open,54,5
TKT-1871,The courier left my package in the wrong location This is affecting my work significantly.,Shipping & Delivery,Medium,Chat,Negative,Resolved,2.75,51.52,3,15,90,courier left package wrong location affecting work significantly,90,8
TKT-1872,"Hello, My promo code is not being applied to my bill Looking forward to your prompt response.",Billing & Payments,High,Chat,Neutral,Pending,5.13,9.74,4,17,93,hello promo code applied bill looking forward prompt response,93,9
TKT-1873,"Hi, I was charged twice for my subscription this month This is affecting my work significantly.",Billing & Payments,Low,Email,Neutral,Resolved,5.24,212.47,5,16,95,charged twice subscription month affecting work significantly,95,7
TKT-1874,"Hi team, My data is not syncing across devices properly I have been waiting for a while now.",Technical Support,Medium,Email,Negative,Resolved,14.54,53.27,5,18,92,team data syncing across device properly waiting,92,7
TKT-1875,"Hello, The replacement item also arrived damaged Please let me know what steps I should take.",Returns & Refunds,Low,Email,Negative,Resolved,0.5,542.31,5,16,93,hello replacement item also arrived damaged please let know step take,93,11
TKT-1876,"Hello, I was charged twice for my subscription this month This is affecting my work significantly.",Billing & Payments,High,Email,Negative,Resolved,1.34,7.0,5,16,98,hello charged twice subscription month affecting work significantly,98,8
TKT-1877,"Dear Support, I sent the return package but got no confirmation I need urgent assistance with this.",Returns & Refunds,Medium,Email,Positive,Resolved,6.34,103.76,5,17,99,dear support sent return package got confirmation need urgent assistance,99,10
TKT-1878,"Hi, Please help me delete my account permanently",Account Management,High,Email,Neutral,Resolved,8.35,26.69,3,8,48,please help delete account permanently,48,5
TKT-1879,"Hi team, I need a refund for the payment made last week Thank you for your help.",Billing & Payments,Medium,Web Form,Neutral,Resolved,10.4,38.38,3,17,80,team need refund payment made last week thank help,80,9
TKT-1880,"Hi team, What features are included in the premium plan Thank you for your help.",Product Information,Low,Phone,Neutral,Resolved,30.84,41.37,5,15,80,team feature included premium plan thank help,80,7
TKT-1881,"Good day, I keep getting disconnected from the server Looking forward to your prompt response.",Technical Support,Low,Chat,Neutral,Resolved,7.05,55.39,4,15,94,good day keep getting disconnected server looking forward prompt response,94,10
TKT-1882,"Dear team, I want to merge two accounts into one Looking forward to your prompt response.",Account Management,Critical,Email,Positive,Resolved,0.98,1.98,5,16,89,dear team want merge two account one looking forward prompt response,89,11
TKT-1883,"Good day, The payment gateway keeps showing an error Please let me know what steps I should take.",Billing & Payments,Medium,Email,Negative,Resolved,2.64,16.46,4,18,97,good day payment gateway keep showing error please let know step take,97,12
TKT-1884,Does your product comply with GDPR regulations,Product Information,Low,Email,Positive,Escalated,38.95,150.65,1,7,46,product comply gdpr regulation,46,4
TKT-1885,"Hi there, My invoice shows incorrect amount, please fix it Thank you for your help.",Billing & Payments,Low,Chat,Positive,Pending,36.64,236.25,3,15,83,invoice show incorrect amount please fix thank help,83,8
TKT-1886,"Good day, The feature stopped working after the last update This is affecting my work significantly.",Technical Support,Low,Email,Neutral,Pending,1.81,89.28,3,16,100,good day feature stopped working last update affecting work significantly,100,10
TKT-1887,"Hi, Please process my refund to the original payment method Thank you for your help.",Returns & Refunds,Critical,Web Form,Negative,Resolved,0.5,1.73,4,15,84,please process refund original payment method thank help,84,8
TKT-1888,"Dear team, Can I exchange the product for a different size",Returns & Refunds,Low,Chat,Neutral,Resolved,10.37,117.08,5,11,58,dear team exchange product different size,58,6
TKT-1889,Please remove the two factor authentication from my account I have been waiting for a while now.,Account Management,Low,Email,Neutral,Resolved,38.44,126.88,3,17,96,please remove two factor authentication account waiting,96,7
TKT-1890,"Dear Support, Is there a free trial available for your enterprise plan Please help me resolve this as soon as possible.",Product Information,Medium,Email,Positive,Resolved,51.17,105.79,4,21,119,dear support free trial available enterprise plan please help resolve soon possible,119,12
TKT-1891,"Good day, Please remove the two factor authentication from my account Please help me resolve this as soon as possible.",Account Management,Medium,Email,Negative,Resolved,5.71,72.4,5,20,118,good day please remove two factor authentication account please help resolve soon possible,118,12
TKT-1892,"Dear team, I forgot my password and need to reset it I have been waiting for a while now.",Account Management,Medium,Web Form,Negative,Pending,1.2,29.48,3,19,89,dear team forgot password need reset waiting,89,7
TKT-1893,"Dear Support, I want to change the delivery address for my order I need urgent assistance with this.",Shipping & Delivery,High,Phone,Negative,Resolved,5.09,6.17,4,18,100,dear support want change delivery address order need urgent assistance,100,10
TKT-1894,"Good day, Dashboard is not loading any data for me Please let me know what steps I should take.",Technical Support,Low,Chat,Neutral,Resolved,19.16,88.74,5,19,95,good day dashboard loading data please let know step take,95,10
TKT-1895,"Hi, The courier left my package in the wrong location This is affecting my work significantly.",Shipping & Delivery,High,Web Form,Neutral,Resolved,0.68,44.83,5,16,94,courier left package wrong location affecting work significantly,94,8
TKT-1896,"To whom it may concern, Can I expedite the shipping on my recent order Looking forward to your prompt response.",Shipping & Delivery,Medium,Email,Negative,Resolved,12.2,27.71,5,20,111,may concern expedite shipping recent order looking forward prompt response,111,10
TKT-1897,"To whom it may concern, My data is not syncing across devices properly I have been waiting for a while now.",Technical Support,Low,Phone,Negative,Resolved,7.09,39.73,5,21,107,may concern data syncing across device properly waiting,107,8
TKT-1898,"To whom it may concern, My order has not arrived yet and it is overdue Looking forward to your prompt response.",Shipping & Delivery,Low,Phone,Negative,Resolved,30.01,46.75,4,21,111,may concern order arrived yet overdue looking forward prompt response,111,10
TKT-1899,"Dear team, I want to change the delivery address for my order Please let me know what steps I should take.",Shipping & Delivery,High,Chat,Neutral,Escalated,0.62,6.54,3,21,106,dear team want change delivery address order please let know step take,106,12
TKT-1900,"Hi, Error message appears every time I try to save I need urgent assistance with this.",Technical Support,Medium,Chat,Negative,Pending,1.04,47.46,2,16,86,error message appears every time try save need urgent assistance,86,10
TKT-1901,"Good day, Why was my card declined when making a payment Please help me resolve this as soon as possible.",Billing & Payments,High,Phone,Neutral,Resolved,1.93,8.95,4,20,105,good day card declined making payment please help resolve soon possible,105,11
TKT-1902,"Hi, I received the wrong item in my package I have been waiting for a while now.",Shipping & Delivery,Medium,Chat,Negative,Pending,8.91,48.91,2,17,80,received wrong item package waiting,80,5
TKT-1903,"Dear Support, I want to change the delivery address for my order I have been waiting for a while now.",Shipping & Delivery,Low,Chat,Negative,Pending,25.04,27.18,3,20,101,dear support want change delivery address order waiting,101,8
TKT-1904,"To whom it may concern, My refund has not been processed after two weeks Please help me resolve this as soon as possible.",Returns & Refunds,Medium,Email,Negative,Resolved,2.58,110.96,4,23,121,may concern refund processed two week please help resolve soon possible,121,11
TKT-1905,"Dear Support, I need a refund for the payment made last week I need urgent assistance with this.",Billing & Payments,Medium,Phone,Positive,Resolved,9.27,34.85,4,18,96,dear support need refund payment made last week need urgent assistance,96,10
TKT-1906,"Hello, I need to cancel my order before it is shipped I have been waiting for a while now.",Shipping & Delivery,High,Chat,Neutral,Resolved,1.35,4.76,5,19,90,hello need cancel order shipped waiting,90,6
TKT-1907,"Hi team, The replacement item also arrived damaged I need urgent assistance with this.",Returns & Refunds,Medium,Email,Negative,Resolved,3.84,144.68,4,14,86,team replacement item also arrived damaged need urgent assistance,86,9
